subject_id	O14625	O43508	P01133	P01579	P02778	P05112	P05231	P09603	P10145	P10147	P13232	P13236	P13500	P14210	P15692	P22301	P35225	P39900	P48061	P50591	P51671	P80075	P80098	Q07325	Q14116	Q99616	Q99731
71	498.12665999999996	351.42332999999996	291.20315	0.20334000000000002	76.59617	0.01193	0.95747	115.34548999999998	4.62191	9.47302	2.11079	817.9592	271.90347	94.25538	217.02341	5.76579	0.03655	169.80558	154.16906	263.21755	236.73595	53.93172	1.0481	63.656780000000005	220.81417000000002	291.62784	145.57996
72	446.13107	314.92924	81.81067	0.21984	60.2194	0.0265	7.29108	128.92522	3.4916	3.37874	0.40026	45.09708	254.89777999999998	119.8997	189.02186	7.947210000000001	0.48583000000000004	256.33011	203.91373000000002	435.66749000000004	291.85182000000003	19.29932	1.39269	41.7021	153.92928	445.29375	82.25981999999999
73	306.24055	225.13757	131.9635	0.16109	45.33613	0.009770000000000001	0.59038	145.56101999999998	4.56176	3.27362	0.62559	50.12137	205.36364	82.93183	219.87905	4.76274	0.0935	218.21368999999999	150.45854	307.99176	188.74111000000002	16.30323	1.60788	36.71114	157.33451000000002	176.80358	104.55885
74	389.43592	439.98450999999994	197.04648999999998	0.16512000000000002	45.92172	0.00885	0.74907	104.26379	4.038119999999999	3.1625799999999997	0.98685	54.012769999999996	255.18672999999998	89.64260999999999	141.84151	4.03943		204.8846	144.75005	315.58267	299.58326	8.936860000000001	2.0521700000000003	42.31552	250.90693	549.31551	95.89666
75	448.15944	388.49877000000004	335.99203	0.17322	62.84672	0.00915	1.09037	98.10025	4.31008	3.2584400000000002	1.2316200000000002	51.11685	254.76616	99.02102	203.72021999999998	4.31977	10.49965	202.25149	220.01356	403.14367999999996	256.26577000000003	13.74347	1.20375	55.79688	182.99845	156.63742	140.56611
76	324.80383	281.58072000000004	272.18667999999997	0.23642	60.50468000000001	0.0104	1.5902100000000001	125.4896	6.89775	3.04852	1.14816	26.52928	229.63132000000002	136.67225	273.50725	2.93713	3.3188699999999995	129.95428	176.5988	299.08054	145.67223	38.75846	1.8539	36.48048	338.43082999999996	110.50371000000001	118.51445
77	496.11116	324.15162999999995	110.52901000000001	0.33304	71.72399999999999	0.00978	2.06549	123.8463	3.33532	5.84084	0.9984299999999999	62.692840000000004	274.08996	88.99105	182.31956	6.51808	0.19321	265.96684	150.23728	476.32070999999996	350.39432999999997	26.90917	1.97305	56.13918	232.44277999999997	648.70069	129.47293
78	402.89578	577.70735	632.51165	0.3164	133.00233	0.01023	3.13252	139.71289	4.69888	4.87645	1.88828	73.80832	273.07684	134.93204	233.30084	6.52873	0.25101	350.82534	311.80809	473.5187	317.25267	59.9775	2.6228700000000003	113.03926000000001	345.46676	597.5536900000001	163.28645
79	327.75922	360.17528	156.23147	0.28513	51.89301	0.02108	2.13267	116.94215	4.668480000000001	5.81675	0.89128	60.246359999999996	344.74692999999996	121.52561000000001	273.79269	11.38817	0.15241	199.11047	179.31605	347.28305	346.99948	89.25657	2.16065	50.120490000000004	314.70788999999996	438.28332	90.22491
80	424.5994	362.63711	115.0892	0.18485	52.808980000000005	0.01078	0.75155	98.20385	16.88759	4.65227	0.67872	46.54596	250.32367999999997	183.53975	185.63631999999998	3.5727	0.48933999999999994	216.36262999999997	177.26351	344.96008	258.21164	10.48667	1.2088299999999998	38.811820000000004	209.31177	307.14531	282.03484
81	345.19894	390.42315	107.71536	0.1586	54.30432	0.00968	1.37362	114.04895	5.33483	6.70185	0.62224	62.64136	294.81564	107.87088	206.07963	4.1947	0.32621999999999995	213.39737000000002	147.07985	422.45345	357.78126000000003	55.55035	2.34255	37.55121	179.17288	401.89949	106.64226000000001
82	581.04115	606.76	425.52425999999997	0.49418999999999996	95.76521	0.01198	1.89895	115.88781000000002	8.37763	4.37071	1.4653100000000001	69.98763000000001	301.5545	122.74453999999999	208.54918	4.67152	0.12875	296.84002999999996	228.03731000000002	359.84761000000003	226.57095	51.2335	1.5682399999999999	101.81209	276.0402	300.12846	309.76934
83	297.4991	309.03853	89.1186	0.29753	68.36887	0.02014	2.10043	117.82893	4.46265	4.19565	0.55961	65.61031	279.45811000000003	103.36147	187.50121000000001	8.231810000000001	0.4976	268.27634	183.79816	367.52967	330.41132000000005	28.31445	1.7884200000000001	42.23125	1039.87241	516.5357799999999	1369.95206
84	286.46803	354.96296	151.2425	0.24548000000000003	75.81527	0.00928	5.07043	153.49173000000002	8.276769999999999	6.08178	1.16489	68.28457	445.89619000000005	204.24023	326.06626	6.98755	0.65227	255.56776000000002	212.50885	548.01464	218.79407999999998	24.79	2.17352	42.54251	161.67779	391.97767000000005	154.93161
85	524.24945	401.19004	319.42696	0.23768000000000003	73.22903000000001	0.01094	0.99339	117.39623	4.75167	3.9254599999999997	0.84826	76.31793	217.2323	131.59723	155.14588999999998	6.13223	0.10453	364.21272	246.34695	310.51376	237.71965	35.881640000000004	1.4365299999999999	42.886359999999996	206.59473	295.24567	123.43881
86	360.75439	296.0011	344.51467	0.1431	47.3589	0.01066	0.85511	141.75138	3.74304	4.27078	1.35391	76.06478	128.49933000000001	95.44325	156.48176	3.7090199999999998	0.20481999999999997	131.8724	428.46805	248.16287000000003	109.03321000000001	36.76542	0.7734800000000001	33.27698	244.18676000000002	100.61886	90.5754
87	387.69374	356.48314	218.14321	0.19608	64.41911	0.00941	0.9960399999999999	92.92506	4.41697	4.10979	0.49531000000000003	43.60096	297.90943	98.65134	164.79996	3.36073	2.9866099999999998	210.90982999999997	195.48612	361.85197	226.53466	34.6099	1.3149600000000001	53.947419999999994	177.28823	189.18215	96.08505
88	309.18804	419.15126000000004	248.79267000000002	0.18774000000000002	65.32144	0.01099	0.51395	109.14471999999999	5.04663	2.76194	0.86651	43.21584	271.31474	85.1347	169.06766000000002	4.62703	0.72858	275.31937999999997	194.7403	366.40481	211.83081	30.23043	1.6460099999999998	36.38573	210.13166	195.83403	136.12559
89	349.56736	275.82957999999996	108.15443	0.41273999999999994	64.58416	0.02121	2.51938	143.45207	6.584339999999999	3.9775699999999996	1.27946	76.60755999999999	227.98392	145.53072	269.06456000000003	6.5914	0.13087000000000001	286.71877	191.54891999999998	259.04632999999995	148.47968	22.71471	0.7541899999999999	78.61131	162.43617	92.32478	126.81358
90	354.40861	303.61707	259.10245	0.14513	69.87114	0.009609999999999999	2.83795	115.05851000000001	8.885589999999999	6.11862	3.2721	98.07048	211.42876	154.51726000000002	191.01942	5.886369999999999	0.08711	299.80215	159.86807	418.95706	211.92694	35.91923	2.01372	74.11319	196.54113	247.70687	105.98133999999999
91	384.50096	452.05397	264.13106	0.15374000000000002	71.36941999999999	0.00972	0.87866	106.08353000000001	3.9479	6.49378	0.5845	51.11544	247.4483	106.67878999999999	181.0837	5.95109	0.0524	293.48854	197.11241	428.08635999999996	310.82709	26.96821	1.71288	58.9305	125.69167	431.85613	121.06295
92	282.67683	348.08196	182.53117	0.31916	82.60534	0.0101	8.446069999999999	128.29492	4.21767	3.35079	0.71815	37.81283	408.01615	157.55629	178.05979	12.0975	0.81411	335.29368	252.33702000000002	440.59362999999996	227.33345	18.71584	3.09134	71.72207	135.83942	274.72479	79.36819
93	524.79653	410.75465	444.55823	0.50095	98.52538	0.009309999999999999	1.18113	136.63093999999998	4.93958	6.6708	1.5683	71.71253	243.54605	90.83574	473.86273	10.296	0.25323	320.8684	173.13481000000002	335.99393	185.81361	33.40025	0.75029	75.27139	267.1675	234.91394	119.29151
94	345.01592999999997	390.77117999999996	69.00346	0.44843	49.8056	0.0096	0.91086	119.82678999999999	3.24207	3.59375	0.2526	52.54158	265.26333999999997	97.33213	156.86664	4.89633		132.23957	143.54245	382.00007999999997	308.38251	26.37326	1.42604	40.048790000000004	197.46171	196.59573999999998	118.16835
95	313.14326	404.75401	224.47532	0.29214	77.37289	0.00893	3.22918	133.71229	4.306369999999999	5.42166	0.85229	65.87284	274.49553	124.18121000000001	211.21597999999997	3.7269300000000003	17.56554	228.27525	153.11442	460.56403	212.9616	51.296240000000004	2.26157	49.30556	258.29362000000003	499.46462	124.94525
96	324.97277	373.85658	128.06448	0.11307	43.763709999999996	0.00979	1.09497	116.23807	4.40907	2.77239	0.53687	44.5697	260.94184	137.29148	161.6894	5.01224	5.14595	273.91573	172.16082	407.70047	289.73444	30.374029999999998	0.87324	45.13798	180.63554	470.10334000000006	109.41269
